2011,Maj,Wtorek,8094970.2066,47
2011,Czerwiec,Sroda,15394.3298,4
2011,Czerwiec,Czwartek,16588.4572,4
2011,Czerwiec,Piatek,7907.9768,2
2011,Czerwiec,Sobota,16588.4572,4
2011,Czerwiec,Niedziela,15815.9536,3
2011,Czerwiec,Poniedzialek,8680.4804,3
2011,Czerwiec,Wtorek,8680.4804,2
2011,Czerwiec,Sroda,23105.3072,5
2011,Czerwiec,Czwartek,11664.9658,3
2011,Czerwiec,Piatek,15815.9536,3
2011,Czerwiec,Sobota,15618.9542,4
2011,Czerwiec,Niedziela,7907.9768,2
2011,Czerwiec,Poniedzialek,27677.9188,4
2011,Czerwiec,Wtorek,12409.8444,4
2011,Czerwiec,Sroda,15815.9536,2
2011,Czerwiec,Czwartek,15618.9542,4
2011,Czerwiec,Piatek,7683.3524,2
2011,Czerwiec,Sobota,28253.423,5
2011,Czerwiec,Niedziela,12437.4694,4
2011,Czerwiec,Poniedzialek,15815.9536,2
2011,Czerwiec,Wtorek,42256.626,7
2011,Czerwiec,Sroda,16588.4572,3
2011,Czerwiec,Czwartek,11861.9652,2
2011,Czerwiec,Piatek,12634.4688,4
2011,Czerwiec,Sobota,19375.9432,5
2011,Czerwiec,Niedziela,30985.659,6
2011,Czerwiec,Poniedzialek,21862.8284,6
2011,Czerwiec,Wtorek,19545.3176,3
2011,Czerwiec,Sroda,15914.584,4
2011,Czerwiec,Czwartek,16588.4572,5
2011,Lipiec,Piatek,25541849.1297,47
2011,Lipiec,Sobota,11861.9652,3
2011,Lipiec,Niedziela,12409.8444,4
2011,Lipiec,Poniedzialek,19375.9432,5
2011,Lipiec,Wtorek,17360.9608,5
2011,Lipiec,Sroda,28056.4236,6
2011,Lipiec,Czwartek,15815.9536,3
2011,Lipiec,Piatek,12437.4694,4
2011,Lipiec,Sobota,15366.7048,4
2011,Lipiec,Niedziela,23302.3066,5
2011,Lipiec,Poniedzialek,19769.942,4
2011,Lipiec,Wtorek,23723.9304,3
2011,Lipiec,Sroda,13182.348,5
2011,Lipiec,Czwartek,15815.9536,4
2011,Lipiec,Piatek,23329.9316,4
2011,Lipiec,Niedziela,3953.9884,1
2011,Lipiec,Poniedzialek,23499.306,5
2011,Lipiec,Wtorek,18905.968,7
2011,Lipiec,Sroda,23499.306,4
2011,Lipiec,Czwartek,30958.034,5
2011,Lipiec,Piatek,19545.3176,4
2011,Lipiec,Sobota,11637.3408,3
2011,Lipiec,Niedziela,32010.412,7
2011,Lipiec,Poniedzialek,8455.856,3
2011,Lipiec,Wtorek,27283.92,4
2011,Lipiec,Sroda,7907.9768,2
2011,Lipiec,Czwartek,7907.9768,2
2011,Lipiec,Piatek,21862.8284,6
2011,Lipiec,Sobota,27283.92,2
2011,Lipiec,Niedziela,23050.0572,4
2011,Sierpien,Poniedzialek,20337040.4185,47
2011,Sierpien,Wtorek,39539.884,4
2011,Sierpien,Sroda,12634.4688,3
2011,Sierpien,Czwartek,23329.9316,5
2011,Sierpien,Piatek,11861.9652,2
2011,Sierpien,Sobota,24496.434,5
2011,Sierpien,Niedziela,16588.4572,4
2011,Sierpien,Poniedzialek,11861.9652,3
2011,Sierpien,Wtorek,27031.6706,5
2011,Sierpien,Sroda,11861.9652,2
2011,Sierpien,Piatek,7710.9774,2
2011,Sierpien,Sobota,9228.3596,4
2011,Sierpien,Niedziela,19769.942,4
2011,Sierpien,Poniedzialek,15815.9536,4
2011,Sierpien,Wtorek,16588.4572,4
2011,Sierpien,Sroda,15421.9548,3
2011,Sierpien,Czwartek,19769.942,4
2011,Sierpien,Piatek,28253.423,6
2011,Sierpien,Sobota,7907.9768,2
2011,Sierpien,Niedziela,24650.3144,6
2011,Sierpien,Poniedzialek,23723.9304,4
2011,Sierpien,Wtorek,24496.434,4
2011,Sierpien,Sroda,11861.9652,3
2011,Sierpien,Czwartek,11861.9652,3
2011,Sierpien,Piatek,16588.4572,4
2011,Sierpien,Sobota,29995.4296,6
2011,Sierpien,Niedziela,4726.492,2
2011,Sierpien,Poniedzialek,772.5036,1
2011,Sierpien,Wtorek,39539.884,4
2011,Sierpien,Sroda,17165028.0867,58
2011,Wrzesien,Czwartek,11637.3408,3
2011,Wrzesien,Piatek,15815.9536,4
2011,Wrzesien,Sobota,7907.9768,2
2011,Wrzesien,Niedziela,27831.7992,5
2011,Wrzesien,Poniedzialek,8455.856,3
2011,Wrzesien,Wtorek,12634.4688,4
2011,Wrzesien,Sroda,36736.904,9
2011,Wrzesien,Czwartek,32179.7864,6
2011,Wrzesien,Piatek,19769.942,4
2011,Wrzesien,Sobota,30958.034,3
