274,707,"Sport-100 Helmet, Red",1,21,38,19
274,708,"Sport-100 Helmet, Black",1,15,39,16
274,709,"Mountain Bike Socks, M",0,18,0,0
274,711,"Sport-100 Helmet, Blue",1,21,28,18
274,712,AWC Logo Cap,0,27,39,15
274,714,"Long-Sleeve Logo Jersey, M",1,13,22,13
274,715,"Long-Sleeve Logo Jersey, L",4,24,42,18
274,716,"Long-Sleeve Logo Jersey, XL",0,12,5,0
274,717,"HL Road Frame - Red, 62",0,0,3,0
274,718,"HL Road Frame - Red, 44",0,0,4,0
274,722,"LL Road Frame - Black, 58",0,1,5,0
274,725,"LL Road Frame - Red, 44",0,1,3,0
274,726,"LL Road Frame - Red, 48",0,3,2,0
274,729,"LL Road Frame - Red, 60",0,9,1,0
274,730,"LL Road Frame - Red, 62",0,7,2,0
274,738,"LL Road Frame - Black, 52",0,2,11,3
274,739,"HL Mountain Frame - Silver, 42",0,5,1,0
274,741,"HL Mountain Frame - Silver, 48",0,1,0,0
274,742,"HL Mountain Frame - Silver, 46",0,6,4,0
274,743,"HL Mountain Frame - Black, 42",0,9,4,9
274,744,"HL Mountain Frame - Black, 44",0,1,0,0
274,745,"HL Mountain Frame - Black, 48",0,2,0,0
274,747,"HL Mountain Frame - Black, 38",0,9,1,0
274,748,"HL Mountain Frame - Silver, 38",0,12,9,4
274,749,"Road-150 Red, 62",1,1,0,0
274,750,"Road-150 Red, 44",0,4,0,0
274,751,"Road-150 Red, 48",0,1,0,0
274,752,"Road-150 Red, 52",0,6,0,0
274,753,"Road-150 Red, 56",0,5,0,0
274,754,"Road-450 Red, 58",0,1,0,0
274,755,"Road-450 Red, 60",0,4,0,0
274,756,"Road-450 Red, 44",0,3,0,0
274,757,"Road-450 Red, 48",0,2,0,0
274,758,"Road-450 Red, 52",0,2,0,0
274,759,"Road-650 Red, 58",0,8,0,0
274,760,"Road-650 Red, 60",4,29,7,0
274,761,"Road-650 Red, 62",1,22,3,0
274,762,"Road-650 Red, 44",0,23,18,0
274,763,"Road-650 Red, 48",0,13,10,0
274,764,"Road-650 Red, 52",0,13,3,0
274,765,"Road-650 Black, 58",1,14,7,0
274,766,"Road-650 Black, 60",0,13,0,0
274,767,"Road-650 Black, 62",0,11,0,0
274,768,"Road-650 Black, 44",0,11,1,0
274,769,"Road-650 Black, 48",0,12,0,0
274,770,"Road-650 Black, 52",4,17,4,0
274,771,"Mountain-100 Silver, 38",2,14,0,0
274,772,"Mountain-100 Silver, 42",2,8,0,0
274,773,"Mountain-100 Silver, 44",1,7,0,0
274,774,"Mountain-100 Silver, 48",2,14,0,0
274,775,"Mountain-100 Black, 38",0,11,0,0
274,776,"Mountain-100 Black, 42",2,9,0,0
274,777,"Mountain-100 Black, 44",2,10,0,0
274,778,"Mountain-100 Black, 48",0,6,0,0
274,779,"Mountain-200 Silver, 38",0,9,8,5
274,780,"Mountain-200 Silver, 42",0,6,2,4
274,781,"Mountain-200 Silver, 46",0,14,3,8
274,782,"Mountain-200 Black, 38",0,4,10,6
274,783,"Mountain-200 Black, 42",0,9,4,8
274,784,"Mountain-200 Black, 46",0,14,6,10
274,785,"Mountain-300 Black, 38",0,10,0,0
274,786,"Mountain-300 Black, 40",0,12,0,0
274,787,"Mountain-300 Black, 44",0,7,0,0
274,788,"Mountain-300 Black, 48",0,11,0,0
274,789,"Road-250 Red, 44",0,6,5,0
274,790,"Road-250 Red, 48",0,3,0,0
